"User_ID","消费时间间隔","消费频率","用户类型"
"12099","低","低","挽留用户"
"12105","低","低","挽留用户"
"121425","低","低","挽留用户"
"121507","低","低","挽留用户"
"121669","低","低","挽留用户"
"121974","低","低","挽留用户"
"122311","低","低","挽留用户"
"122634","低","低","挽留用户"
"12265","低","低","挽留用户"
"123780","低","低","挽留用户"
"123866","低","低","挽留用户"
"124252","低","低","挽留用户"
"124260","低","低","挽留用户"
"124440","低","低","挽留用户"
"125038","低","低","挽留用户"
"125040","低","低","挽留用户"
"125109","低","低","挽留用户"
"125623","低","低","挽留用户"
"126168","低","低","挽留用户"
"12629","低","低","挽留用户"
"12699","低","低","挽留用户"
"127135","低","低","挽留用户"
"127282","低","低","挽留用户"
"127543","低","低","挽留用户"
"127628","低","低","挽留用户"
"12788","低","低","挽留用户"
"128196","低","低","挽留用户"
"128408","低","低","挽留用户"
"128472","低","低","挽留用户"
"112691","低","低","挽留用户"
"11283","低","低","挽留用户"
"113194","低","低","挽留用户"
"113198","低","低","挽留用户"
"11395","低","低","挽留用户"
"114252","低","低","挽留用户"
"114576","低","低","挽留用户"
"114927","低","低","挽留用户"
"115536","低","低","挽留用户"
"115686","低","低","挽留用户"
"115919","低","低","挽留用户"
"11594","低","低","挽留用户"
"116287","低","低","挽留用户"
"116531","低","低","挽留用户"
"116554","低","低","挽留用户"
"116722","低","低","挽留用户"
"116760","低","低","挽留用户"
"117100","低","低","挽留用户"
"117206","低","低","挽留用户"
"117560","低","低","挽留用户"
"117738","低","低","挽留用户"
"118040","低","低","挽留用户"
"118112","低","低","挽留用户"
"118217","低","低","挽留用户"
"118306","低","低","挽留用户"
"118538","低","低","挽留用户"
"119403","低","低","挽留用户"
"120713","低","低","挽留用户"
"121111","低","低","挽留用户"
"121373","低","低","挽留用户"
"122004","低","低","挽留用户"
"122309","低","低","挽留用户"
"122373","低","低","挽留用户"
"122395","低","低","挽留用户"
"122689","低","低","挽留用户"
"122801","低","低","挽留用户"
"122929","低","低","挽留用户"
"12295","低","低","挽留用户"
"123014","低","低","挽留用户"
"12308","低","低","挽留用户"
"123579","低","低","挽留用户"
"12375","低","低","挽留用户"
"12432","低","低","挽留用户"
"124590","低","低","挽留用户"
"124762","低","低","挽留用户"
"12482","低","低","挽留用户"
"124988","低","低","挽留用户"
"125176","低","低","挽留用户"
"125183","低","低","挽留用户"
"1253","低","低","挽留用户"
"125301","低","低","挽留用户"
"125319","低","低","挽留用户"
"12548","低","低","挽留用户"
"12569","低","低","挽留用户"
"125966","低","低","挽留用户"
"126151","低","低","挽留用户"
"126515","低","低","挽留用户"
"126605","低","低","挽留用户"
"126740","低","低","挽留用户"
"126790","低","低","挽留用户"
"12707","低","低","挽留用户"
"127210","低","低","挽留用户"
"127415","低","低","挽留用户"
"127657","低","低","挽留用户"
"128035","低","低","挽留用户"
"128135","低","低","挽留用户"
"128332","低","低","挽留用户"
"128447","低","低","挽留用户"
"1000588","低","低","挽留用户"
"1000865","低","低","挽留用户"
"1000916","低","低","挽留用户"
"1001404","低","低","挽留用户"
"1001654","低","低","挽留用户"
"1001844","低","低","挽留用户"
"1001908","低","低","挽留用户"
"1002564","低","低","挽留用户"
"1003440","低","低","挽留用户"
"1003492","低","低","挽留用户"
"1003846","低","低","挽留用户"
"1004378","低","低","挽留用户"
"1004413","低","低","挽留用户"
"1004737","低","低","挽留用户"
"1004829","低","低","挽留用户"
"1005016","低","低","挽留用户"
"1005283","低","低","挽留用户"
"100531","低","低","挽留用户"
"1005430","低","低","挽留用户"
"1005548","低","低","挽留用户"
"1005785","低","低","挽留用户"
"1006777","低","低","挽留用户"
"1006992","低","低","挽留用户"
"1007583","低","低","挽留用户"
"100762","低","低","挽留用户"
"1007879","低","低","挽留用户"
"100794","低","低","挽留用户"
"1008184","低","低","挽留用户"
"100847","低","低","挽留用户"
"1008860","低","低","挽留用户"
"1009021","低","低","挽留用户"
"1009441","低","低","挽留用户"
"1009542","低","低","挽留用户"
"1009869","低","低","挽留用户"
"1009932","低","低","挽留用户"
"1010043","低","低","挽留用户"
"101033","低","低","挽留用户"
"1010418","低","低","挽留用户"
"1010568","低","低","挽留用户"
"1010655","低","低","挽留用户"
"1011266","低","低","挽留用户"
"1011789","低","低","挽留用户"
"1012086","低","低","挽留用户"
"1012287","低","低","挽留用户"
"1012731","低","低","挽留用户"
"1012904","低","低","挽留用户"
"1012919","低","低","挽留用户"
"1012927","低","低","挽留用户"
"1013027","低","低","挽留用户"
"1013579","低","低","挽留用户"
"1014114","低","低","挽留用户"
"1014192","低","低","挽留用户"
"1014357","低","低","挽留用户"
"1015027","低","低","挽留用户"
"1015075","低","低","挽留用户"
"1015103","低","低","挽留用户"
"1015272","低","低","挽留用户"
"1015574","低","低","挽留用户"
"1015875","低","低","挽留用户"
"1015910","低","低","挽留用户"
"1016385","低","低","挽留用户"
"1016559","低","低","挽留用户"
"1016670","低","低","挽留用户"
"1016799","低","低","挽留用户"
"1017612","低","低","挽留用户"
"1017730","低","低","挽留用户"
"1017997","低","低","挽留用户"
"102248","低","低","挽留用户"
"102315","低","低","挽留用户"
"102318","低","低","挽留用户"
"10240","低","低","挽留用户"
"102509","低","低","挽留用户"
"102873","低","低","挽留用户"
"102882","低","低","挽留用户"
"102986","低","低","挽留用户"
"103005","低","低","挽留用户"
"103121","低","低","挽留用户"
"103402","低","低","挽留用户"
"103803","低","低","挽留用户"
"10435","低","低","挽留用户"
"104406","低","低","挽留用户"
"104742","低","低","挽留用户"
"104782","低","低","挽留用户"
"105567","低","低","挽留用户"
"105738","低","低","挽留用户"
"105886","低","低","挽留用户"
"105984","低","低","挽留用户"
"106260","低","低","挽留用户"
"106815","低","低","挽留用户"
"106818","低","低","挽留用户"
"106860","低","低","挽留用户"
"107011","低","低","挽留用户"
"107268","低","低","挽留用户"
"107302","低","低","挽留用户"
"107353","低","低","挽留用户"
"107615","低","低","挽留用户"
"107679","低","低","挽留用户"
"107923","低","低","挽留用户"
"107937","低","低","挽留用户"
"10810","低","低","挽留用户"
"108282","低","低","挽留用户"
"108294","低","低","挽留用户"
"108388","低","低","挽留用户"
"108452","低","低","挽留用户"
"108669","低","低","挽留用户"
"108918","低","低","挽留用户"
"109407","低","低","挽留用户"
"109776","低","低","挽留用户"
"109867","低","低","挽留用户"
"110023","低","低","挽留用户"
"110219","低","低","挽留用户"
"110557","低","低","挽留用户"
"110948","低","低","挽留用户"
"111004","低","低","挽留用户"
"111647","低","低","挽留用户"
"111891","低","低","挽留用户"
"111951","低","低","挽留用户"
"112630","低","低","挽留用户"
"1000060","低","低","挽留用户"
"1000296","低","低","挽留用户"
"1000504","低","低","挽留用户"
"1000539","低","低","挽留用户"
"1000686","低","低","挽留用户"
"1000732","低","低","挽留用户"
"1001265","低","低","挽留用户"
"1001512","低","低","挽留用户"
"1001606","低","低","挽留用户"
"1001686","低","低","挽留用户"
"1001689","低","低","挽留用户"
"1001800","低","低","挽留用户"
"1001912","低","低","挽留用户"
"10021","低","低","挽留用户"
"1002260","低","低","挽留用户"
"1002421","低","低","挽留用户"
"1002426","低","低","挽留用户"
"1002479","低","低","挽留用户"
"1002975","低","低","挽留用户"
"1003071","低","低","挽留用户"
"1003226","低","低","挽留用户"
"1003283","低","低","挽留用户"
"1003326","低","低","挽留用户"
"1003629","低","低","挽留用户"
"1003693","低","低","挽留用户"
"1003991","低","低","挽留用户"
"1004118","低","低","挽留用户"
"1004140","低","低","挽留用户"
"1004277","低","低","挽留用户"
"1004319","低","低","挽留用户"
"1004353","低","低","挽留用户"
"10045","低","低","挽留用户"
"1004886","低","低","挽留用户"
"1005256","低","低","挽留用户"
"1005319","低","低","挽留用户"
"1005472","低","低","挽留用户"
"1005775","低","低","挽留用户"
"1005981","低","低","挽留用户"
"1006084","低","低","挽留用户"
"1006481","低","低","挽留用户"
"1006543","低","低","挽留用户"
"1006593","低","低","挽留用户"
"1007006","低","低","挽留用户"
"1007550","低","低","挽留用户"
"1007609","低","低","挽留用户"
"1007724","低","低","挽留用户"
"1007753","低","低","挽留用户"
"1007779","低","低","挽留用户"
"1008042","低","低","挽留用户"
"1008102","低","低","挽留用户"
"1008120","低","低","挽留用户"
"1008387","低","低","挽留用户"
"100865","低","低","挽留用户"
"1008652","低","低","挽留用户"
"100901","低","低","挽留用户"
"1009011","低","低","挽留用户"
"1009123","低","低","挽留用户"
"1009165","低","低","挽留用户"
"1009217","低","低","挽留用户"
"1010088","低","低","挽留用户"
"101013","低","低","挽留用户"
"1010133","低","低","挽留用户"
"1010149","低","低","挽留用户"
"1010874","低","低","挽留用户"
"1011017","低","低","挽留用户"
"1011169","低","低","挽留用户"
"1011633","低","低","挽留用户"
"1011828","低","低","挽留用户"
"1011892","低","低","挽留用户"
"1012198","低","低","挽留用户"
"1012237","低","低","挽留用户"
"1012474","低","低","挽留用户"
"1012743","低","低","挽留用户"
"1012911","低","低","挽留用户"
"1012947","低","低","挽留用户"
"1013026","低","低","挽留用户"
"1013183","低","低","挽留用户"
"1013501","低","低","挽留用户"
"1014034","低","低","挽留用户"
"1014350","低","低","挽留用户"
"1014460","低","低","挽留用户"
"1014609","低","低","挽留用户"
"1014932","低","低","挽留用户"
"1014933","低","低","挽留用户"
"1015449","低","低","挽留用户"
"1015502","低","低","挽留用户"
"1015780","低","低","挽留用户"
"1016254","低","低","挽留用户"
"1016284","低","低","挽留用户"
"1016503","低","低","挽留用户"
"1016560","低","低","挽留用户"
"101666","低","低","挽留用户"
"1016893","低","低","挽留用户"
"1016919","低","低","挽留用户"
"1016970","低","低","挽留用户"
"1017511","低","低","挽留用户"
"101951","低","低","挽留用户"
"101989","低","低","挽留用户"
"102159","低","低","挽留用户"
"102436","低","低","挽留用户"
"103112","低","低","挽留用户"
"103414","低","低","挽留用户"
"103584","低","低","挽留用户"
"103611","低","低","挽留用户"
"103704","低","低","挽留用户"
"104047","低","低","挽留用户"
"104169","低","低","挽留用户"
"104303","低","低","挽留用户"
"104911","低","低","挽留用户"
"10517","低","低","挽留用户"
"105313","低","低","挽留用户"
"105654","低","低","挽留用户"
"105657","低","低","挽留用户"
"105721","低","低","挽留用户"
"105989","低","低","挽留用户"
"106033","低","低","挽留用户"
"106051","低","低","挽留用户"
"106207","低","低","挽留用户"
"106353","低","低","挽留用户"
"106478","低","低","挽留用户"
"106880","低","低","挽留用户"
"107311","低","低","挽留用户"
"107780","低","低","挽留用户"
"107792","低","低","挽留用户"
"10809","低","低","挽留用户"
"108516","低","低","挽留用户"
"108654","低","低","挽留用户"
"108805","低","低","挽留用户"
"108836","低","低","挽留用户"
"108861","低","低","挽留用户"
"109161","低","低","挽留用户"
"109277","低","低","挽留用户"
"109332","低","低","挽留用户"
"109443","低","低","挽留用户"
"109544","低","低","挽留用户"
"109794","低","低","挽留用户"
"109798","低","低","挽留用户"
"109842","低","低","挽留用户"
"110609","低","低","挽留用户"
"110973","低","低","挽留用户"
"111225","低","低","挽留用户"
"11215","低","低","挽留用户"
"112213","低","低","挽留用户"
"112300","低","低","挽留用户"
"112436","低","低","挽留用户"
"112668","低","低","挽留用户"
"112687","低","低","挽留用户"
"112841","低","低","挽留用户"
"113660","低","低","挽留用户"
"113709","低","低","挽留用户"
"11386","低","低","挽留用户"
"113968","低","低","挽留用户"
"114001","低","低","挽留用户"
"114062","低","低","挽留用户"
"1143","低","低","挽留用户"
"114300","低","低","挽留用户"
"114344","低","低","挽留用户"
"114374","低","低","挽留用户"
"114419","低","低","挽留用户"
"114459","低","低","挽留用户"
"114623","低","低","挽留用户"
"114778","低","低","挽留用户"
"114964","低","低","挽留用户"
"115065","低","低","挽留用户"
"11531","低","低","挽留用户"
"115710","低","低","挽留用户"
"115716","低","低","挽留用户"
"116019","低","低","挽留用户"
"116271","低","低","挽留用户"
"116330","低","低","挽留用户"
"116711","低","低","挽留用户"
"117156","低","低","挽留用户"
"117190","低","低","挽留用户"
"117216","低","低","挽留用户"
"117423","低","低","挽留用户"
"118203","低","低","挽留用户"
"118218","低","低","挽留用户"
"118290","低","低","挽留用户"
"118302","低","低","挽留用户"
"118308","低","低","挽留用户"
"118691","低","低","挽留用户"
"118747","低","低","挽留用户"
"118922","低","低","挽留用户"
"119089","低","低","挽留用户"
"11912","低","低","挽留用户"
"11921","低","低","挽留用户"
"119229","低","低","挽留用户"
"119309","低","低","挽留用户"
"119369","低","低","挽留用户"
"119397","低","低","挽留用户"
"119568","低","低","挽留用户"
"119659","低","低","挽留用户"
"119880","低","低","挽留用户"
"120089","低","低","挽留用户"
"120326","低","低","挽留用户"
"120442","低","低","挽留用户"
"12082","低","低","挽留用户"
"120872","低","低","挽留用户"
"120986","低","低","挽留用户"
"121123","低","低","挽留用户"
"12180","低","低","挽留用户"
"12204","低","低","挽留用户"
"122294","低","低","挽留用户"
"122446","低","低","挽留用户"
"122829","低","低","挽留用户"
"12283","低","低","挽留用户"
"122842","低","低","挽留用户"
"122917","低","低","挽留用户"
"122958","低","低","挽留用户"
"123094","低","低","挽留用户"
"123150","低","低","挽留用户"
"123389","低","低","挽留用户"
"123545","低","低","挽留用户"
"124393","低","低","挽留用户"
"124456","低","低","挽留用户"
"124494","低","低","挽留用户"
"124571","低","低","挽留用户"
"124625","低","低","挽留用户"
"124655","低","低","挽留用户"
"124725","低","低","挽留用户"
"124728","低","低","挽留用户"
"124837","低","低","挽留用户"
"124871","低","低","挽留用户"
"124926","低","低","挽留用户"
"124972","低","低","挽留用户"
"125092","低","低","挽留用户"
"125141","低","低","挽留用户"
"125438","低","低","挽留用户"
"125709","低","低","挽留用户"
"12589","低","低","挽留用户"
"126052","低","低","挽留用户"
"126261","低","低","挽留用户"
"126412","低","低","挽留用户"
"126491","低","低","挽留用户"
"126619","低","低","挽留用户"
"126628","低","低","挽留用户"
"126903","低","低","挽留用户"
"127666","低","低","挽留用户"
"127747","低","低","挽留用户"
"127982","低","低","挽留用户"
"1004881","低","高","保持用户"
"103141","低","高","保持用户"
"112717","低","高","保持用户"
"1001305","低","高","保持用户"
"1001866","低","高","保持用户"
"112597","低","高","保持用户"
"115047","低","高","保持用户"
"125303","低","高","保持用户"
"1006616","低","高","保持用户"
"102716","低","高","保持用户"
"1015219","低","高","保持用户"
"121757","低","高","保持用户"
"125230","低","高","保持用户"
"1008085","低","高","保持用户"
"1001662","低","高","保持用户"
"1008994","低","高","保持用户"
"1012105","低","高","保持用户"
"1015756","低","高","保持用户"
"120528","低","高","保持用户"
"120900","低","高","保持用户"
"128212","低","高","保持用户"
"120137","低","高","保持用户"
"121747","低","高","保持用户"
"1004238","低","高","保持用户"
"1013747","低","高","保持用户"
"1015591","低","高","保持用户"
"102788","低","高","保持用户"
"110003","低","高","保持用户"
"1000641","低","高","保持用户"
"1000877","低","高","保持用户"
"1002526","低","高","保持用户"
"1011709","低","高","保持用户"
"1012395","低","高","保持用户"
"1016467","低","高","保持用户"
"103552","低","高","保持用户"
"110928","低","高","保持用户"
"112933","低","高","保持用户"
"114229","低","高","保持用户"
"116262","低","高","保持用户"
"12261","低","高","保持用户"
"125344","低","高","保持用户"
"125587","低","高","保持用户"
"126016","低","高","保持用户"
"113617","低","高","保持用户"
"113737","低","高","保持用户"
"114375","低","高","保持用户"
"114558","低","高","保持用户"
"114941","低","高","保持用户"
"117462","低","高","保持用户"
"117707","低","高","保持用户"
"121705","低","高","保持用户"
"124638","低","高","保持用户"
"125050","低","高","保持用户"
"126906","低","高","保持用户"
"1001461","低","高","保持用户"
"1003177","低","高","保持用户"
"1003611","低","高","保持用户"
"1004228","低","高","保持用户"
"1004523","低","高","保持用户"
"1005832","低","高","保持用户"
"1008993","低","高","保持用户"
"101003","低","高","保持用户"
"1011521","低","高","保持用户"
"1012338","低","高","保持用户"
"1012851","低","高","保持用户"
"1014154","低","高","保持用户"
"1014732","低","高","保持用户"
"1014917","低","高","保持用户"
"1016334","低","高","保持用户"
"1017719","低","高","保持用户"
"102802","低","高","保持用户"
"10858","低","高","保持用户"
"1000228","低","高","保持用户"
"1000664","低","高","保持用户"
"1001373","低","高","保持用户"
"100242","低","高","保持用户"
"1002566","低","高","保持用户"
"1005417","低","高","保持用户"
"1005924","低","高","保持用户"
"1006651","低","高","保持用户"
"1010560","低","高","保持用户"
"1010664","低","高","保持用户"
"1010944","低","高","保持用户"
"1010947","低","高","保持用户"
"1012075","低","高","保持用户"
"1012841","低","高","保持用户"
"1013709","低","高","保持用户"
"1016191","低","高","保持用户"
"1016193","低","高","保持用户"
"103854","低","高","保持用户"
"104842","低","高","保持用户"
"105161","低","高","保持用户"
"105596","低","高","保持用户"
"105769","低","高","保持用户"
"106749","低","高","保持用户"
"109048","低","高","保持用户"
"111233","低","高","保持用户"
"11145","低","高","保持用户"
"111552","低","高","保持用户"
"111821","低","高","保持用户"
"113375","低","高","保持用户"
"116935","低","高","保持用户"
"117198","低","高","保持用户"
"118978","低","高","保持用户"
"120076","低","高","保持用户"
"120621","低","高","保持用户"
"124001","低","高","保持用户"
"124083","低","高","保持用户"
"124298","低","高","保持用户"
"125557","低","高","保持用户"
"125791","低","高","保持用户"
"126314","低","高","保持用户"
"126905","低","高","保持用户"
"127398","低","高","保持用户"
"12860","低","高","保持用户"
"113424","低","高","保持用户"
"11435","低","高","保持用户"
"11552","低","高","保持用户"
"115738","低","高","保持用户"
"117448","低","高","保持用户"
"117701","低","高","保持用户"
"117818","低","高","保持用户"
"118087","低","高","保持用户"
"122066","低","高","保持用户"
"123245","低","高","保持用户"
"124138","低","高","保持用户"
"125363","低","高","保持用户"
"125983","低","高","保持用户"
"127308","低","高","保持用户"
"127550","低","高","保持用户"
"128131","低","高","保持用户"
"100068","低","高","保持用户"
"1000718","低","高","保持用户"
"1001065","低","高","保持用户"
"1001120","低","高","保持用户"
"1001232","低","高","保持用户"
"1001944","低","高","保持用户"
"1002032","低","高","保持用户"
"1002095","低","高","保持用户"
"1002940","低","高","保持用户"
"1004165","低","高","保持用户"
"1004442","低","高","保持用户"
"1004945","低","高","保持用户"
"1005293","低","高","保持用户"
"1005338","低","高","保持用户"
"100540","低","高","保持用户"
"1006864","低","高","保持用户"
"1006935","低","高","保持用户"
"1007870","低","高","保持用户"
"1009712","低","高","保持用户"
"1010510","低","高","保持用户"
"1010953","低","高","保持用户"
"1011729","低","高","保持用户"
"1012102","低","高","保持用户"
"1012277","低","高","保持用户"
"1012290","低","高","保持用户"
"1012411","低","高","保持用户"
"1013343","低","高","保持用户"
"1013690","低","高","保持用户"
"1014477","低","高","保持用户"
"1014840","低","高","保持用户"
"1014959","低","高","保持用户"
"1015887","低","高","保持用户"
"101613","低","高","保持用户"
"1017625","低","高","保持用户"
"102932","低","高","保持用户"
"103082","低","高","保持用户"
"103146","低","高","保持用户"
"103382","低","高","保持用户"
"103538","低","高","保持用户"
"104264","低","高","保持用户"
"104936","低","高","保持用户"
"105509","低","高","保持用户"
"105689","低","高","保持用户"
"106189","低","高","保持用户"
"10622","低","高","保持用户"
"106596","低","高","保持用户"
"107195","低","高","保持用户"
"107539","低","高","保持用户"
"108696","低","高","保持用户"
"109095","低","高","保持用户"
"109880","低","高","保持用户"
"11016","低","高","保持用户"
"110455","低","高","保持用户"
"111626","低","高","保持用户"
"111942","低","高","保持用户"
"1000856","低","低","挽留用户"
"1000962","低","低","挽留用户"
"1001009","低","低","挽留用户"
"1001737","低","低","挽留用户"
"1001917","低","低","挽留用户"
"1002040","低","低","挽留用户"
"1002191","低","低","挽留用户"
"1002271","低","低","挽留用户"
"1002428","低","低","挽留用户"
"1003711","低","低","挽留用户"
"1004106","低","低","挽留用户"
"1004490","低","低","挽留用户"
"1004606","低","低","挽留用户"
"1005233","低","低","挽留用户"
"1005572","低","低","挽留用户"
"1005626","低","低","挽留用户"
"1005661","低","低","挽留用户"
"1005953","低","低","挽留用户"
"1006204","低","低","挽留用户"
"1006432","低","低","挽留用户"
"1006954","低","低","挽留用户"
"1007402","低","低","挽留用户"
"1007596","低","低","挽留用户"
"1007770","低","低","挽留用户"
"1008241","低","低","挽留用户"
"1008333","低","低","挽留用户"
"1008405","低","低","挽留用户"
"1008834","低","低","挽留用户"
"1009225","低","低","挽留用户"
"1009405","低","低","挽留用户"
"1010044","低","低","挽留用户"
"1010208","低","低","挽留用户"
"1010411","低","低","挽留用户"
"1010711","低","低","挽留用户"
"1010806","低","低","挽留用户"
"1010816","低","低","挽留用户"
"1010919","低","低","挽留用户"
"1011084","低","低","挽留用户"
"1011365","低","低","挽留用户"
"10114","低","低","挽留用户"
"1012048","低","低","挽留用户"
"1012191","低","低","挽留用户"
"101245","低","低","挽留用户"
"1013830","低","低","挽留用户"
"1014245","低","低","挽留用户"
"1014782","低","低","挽留用户"
"1014989","低","低","挽留用户"
"1015360","低","低","挽留用户"
"1015763","低","低","挽留用户"
"1015852","低","低","挽留用户"
"1016415","低","低","挽留用户"
"1017032","低","低","挽留用户"
"1017110","低","低","挽留用户"
"1017284","低","低","挽留用户"
"1017619","低","低","挽留用户"
"101797","低","低","挽留用户"
"102546","低","低","挽留用户"
"104398","低","低","挽留用户"
"104450","低","低","挽留用户"
"105675","低","低","挽留用户"
"105757","低","低","挽留用户"
"105899","低","低","挽留用户"
"106107","低","低","挽留用户"
"106468","低","低","挽留用户"
"107447","低","低","挽留用户"
"108108","低","低","挽留用户"
"108161","低","低","挽留用户"
"108288","低","低","挽留用户"
"10849","低","低","挽留用户"
"108607","低","低","挽留用户"
"108775","低","低","挽留用户"
"108800","低","低","挽留用户"
"109038","低","低","挽留用户"
"10960","低","低","挽留用户"
"110195","低","低","挽留用户"
"110425","低","低","挽留用户"
"110520","低","低","挽留用户"
"110552","低","低","挽留用户"
"110588","低","低","挽留用户"
"110776","低","低","挽留用户"
"111820","低","低","挽留用户"
"112208","低","低","挽留用户"
"112555","低","低","挽留用户"
"112768","低","低","挽留用户"
"113034","低","低","挽留用户"
"114036","低","低","挽留用户"
"114521","低","低","挽留用户"
"114565","低","低","挽留用户"
"115039","低","低","挽留用户"
"11610","低","低","挽留用户"
"116327","低","低","挽留用户"
"116797","低","低","挽留用户"
"116885","低","低","挽留用户"
"119720","低","低","挽留用户"
"121024","低","低","挽留用户"
"121479","低","低","挽留用户"
"121777","低","低","挽留用户"
"122501","低","低","挽留用户"
"122874","低","低","挽留用户"
"123156","低","低","挽留用户"
"123246","低","低","挽留用户"
"12333","低","低","挽留用户"
"124069","低","低","挽留用户"
"12420","低","低","挽留用户"
"124505","低","低","挽留用户"
"126015","低","低","挽留用户"
"126128","低","低","挽留用户"
"12615","低","低","挽留用户"
"126174","低","低","挽留用户"
"126332","低","低","挽留用户"
"127364","低","低","挽留用户"
"127501","低","低","挽留用户"
"127743","低","低","挽留用户"
"127944","低","低","挽留用户"
"127969","低","低","挽留用户"
"128067","低","低","挽留用户"
"128077","低","低","挽留用户"
"112832","低","低","挽留用户"
"112914","低","低","挽留用户"
"113023","低","低","挽留用户"
"11344","低","低","挽留用户"
"113551","低","低","挽留用户"
"113572","低","低","挽留用户"
"113625","低","低","挽留用户"
"114571","低","低","挽留用户"
"115106","低","低","挽留用户"
"115297","低","低","挽留用户"
"115442","低","低","挽留用户"
"11588","低","低","挽留用户"
"115880","低","低","挽留用户"
"116286","低","低","挽留用户"
"116328","低","低","挽留用户"
"116584","低","低","挽留用户"
"116911","低","低","挽留用户"
"117246","低","低","挽留用户"
"117474","低","低","挽留用户"
"117987","低","低","挽留用户"
"118328","低","低","挽留用户"
"11835","低","低","挽留用户"
"118459","低","低","挽留用户"
"118742","低","低","挽留用户"
"118750","低","低","挽留用户"
"118870","低","低","挽留用户"
"119610","低","低","挽留用户"
"120674","低","低","挽留用户"
"121131","低","低","挽留用户"
"121194","低","低","挽留用户"
"121393","低","低","挽留用户"
"121440","低","低","挽留用户"
"121810","低","低","挽留用户"
"121820","低","低","挽留用户"
"121955","低","低","挽留用户"
"122338","低","低","挽留用户"
"123081","低","低","挽留用户"
"123272","低","低","挽留用户"
"123325","低","低","挽留用户"
"124432","低","低","挽留用户"
"124442","低","低","挽留用户"
"1246","低","低","挽留用户"
"124672","低","低","挽留用户"
"124935","低","低","挽留用户"
"125552","低","低","挽留用户"
"125759","低","低","挽留用户"
"12578","低","低","挽留用户"
"125837","低","低","挽留用户"
"126062","低","低","挽留用户"
"126327","低","低","挽留用户"
"126583","低","低","挽留用户"
"126725","低","低","挽留用户"
"126972","低","低","挽留用户"
"127367","低","低","挽留用户"
"127615","低","低","挽留用户"
"127647","低","低","挽留用户"
"127774","低","低","挽留用户"
"127938","低","低","挽留用户"
"128162","低","低","挽留用户"
"128434","低","低","挽留用户"
"128512","低","低","挽留用户"
"128525","低","低","挽留用户"
"128573","低","低","挽留用户"
"1000291","低","低","挽留用户"
"1000490","低","低","挽留用户"
"100075","低","低","挽留用户"
"1000811","低","低","挽留用户"
"1001230","低","低","挽留用户"
"1001421","低","低","挽留用户"
"1001562","低","低","挽留用户"
"1001601","低","低","挽留用户"
"1001626","低","低","挽留用户"
"1001700","低","低","挽留用户"
"1001891","低","低","挽留用户"
"1002128","低","低","挽留用户"
"100307","低","低","挽留用户"
"1003157","低","低","挽留用户"
"1003397","低","低","挽留用户"
"1003584","低","低","挽留用户"
"1004274","低","低","挽留用户"
"1005134","低","低","挽留用户"
"1005366","低","低","挽留用户"
"1005401","低","低","挽留用户"
"100567","低","低","挽留用户"
"1005945","低","低","挽留用户"
"100595","低","低","挽留用户"
"100614","低","低","挽留用户"
"100615","低","低","挽留用户"
"1006736","低","低","挽留用户"
"1006754","低","低","挽留用户"
"1006939","低","低","挽留用户"
"1007017","低","低","挽留用户"
"1007317","低","低","挽留用户"
"1007511","低","低","挽留用户"
"1007688","低","低","挽留用户"
"1007791","低","低","挽留用户"
"1007884","低","低","挽留用户"
"1008152","低","低","挽留用户"
"1008733","低","低","挽留用户"
"1008748","低","低","挽留用户"
"1008849","低","低","挽留用户"
"1009233","低","低","挽留用户"
"1009396","低","低","挽留用户"
"1009623","低","低","挽留用户"
"1009657","低","低","挽留用户"
"1009948","低","低","挽留用户"
"1010238","低","低","挽留用户"
"1010343","低","低","挽留用户"
"1010583","低","低","挽留用户"
"1010590","低","低","挽留用户"
"101063","低","低","挽留用户"
"1010706","低","低","挽留用户"
"1010736","低","低","挽留用户"
"1011004","低","低","挽留用户"
"101104","低","低","挽留用户"
"1011118","低","低","挽留用户"
"101112","低","低","挽留用户"
"1011400","低","低","挽留用户"
"1011631","低","低","挽留用户"
"1011697","低","低","挽留用户"
"1011886","低","低","挽留用户"
"1012516","低","低","挽留用户"
"1012550","低","低","挽留用户"
"1012579","低","低","挽留用户"
"1012611","低","低","挽留用户"
"1012819","低","低","挽留用户"
"1012826","低","低","挽留用户"
"1012830","低","低","挽留用户"
"1012950","低","低","挽留用户"
"1012985","低","低","挽留用户"
"1012989","低","低","挽留用户"
"1013445","低","低","挽留用户"
"1013581","低","低","挽留用户"
"1013829","低","低","挽留用户"
"1013942","低","低","挽留用户"
"101433","低","低","挽留用户"
"1014352","低","低","挽留用户"
"1014449","低","低","挽留用户"
"1014679","低","低","挽留用户"
"1014708","低","低","挽留用户"
"1014758","低","低","挽留用户"
"1015115","低","低","挽留用户"
"1015394","低","低","挽留用户"
"1015539","低","低","挽留用户"
"1015719","低","低","挽留用户"
"101606","低","低","挽留用户"
"1016289","低","低","挽留用户"
"1016394","低","低","挽留用户"
"1016562","低","低","挽留用户"
"1016784","低","低","挽留用户"
"1016965","低","低","挽留用户"
"1017135","低","低","挽留用户"
"1017234","低","低","挽留用户"
"1017277","低","低","挽留用户"
"1017575","低","低","挽留用户"
"1017582","低","低","挽留用户"
"1017613","低","低","挽留用户"
"1017615","低","低","挽留用户"
"10199","低","低","挽留用户"
"102124","低","低","挽留用户"
"102715","低","低","挽留用户"
